SG_0001,24
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1

DIR, 右,12
DIR, 左,13

0,0,39,右下,0.5
0,2,39,右下,0.5
0,4,39,右下,0.5
1,1,39,右下,0.5
1,3,39,右下,0.5
2,0,39,右下,0.5
2,2,39,右下,0.5
2,4,39,右下,0.5
3,1,39,右下,0.5
3,3,39,右下,0.5
4,0,39,右下,0.5
4,2,39,右下,0.5
4,4,39,右下,0.5
0,0,38,无,
0,1,38,无,
0,2,38,无,
0,3,38,无,
0,4,38,无,
0,5,38,无,
1,0,38,无,
1,1,38,无,
1,2,38,无,
1,3,38,无,
1,4,38,无,
1,5,38,无,
2,0,38,无,
2,1,38,无,
2,2,38,无,
2,3,38,无,
2,4,38,无,
2,5,38,无,
3,0,38,无,
3,1,38,无,
3,2,38,无,
3,3,38,无,
3,4,38,无,
3,5,38,无,
4,0,38,无,
4,1,38,无,
4,2,38,无,
4,3,38,无,
4,4,38,无,
4,5,38,无,
5,0,38,无,
5,1,38,无,
5,2,38,无,
5,3,38,无,
5,4,38,无,
5,5,38,无,
0,0,37,右下,0.5
0,1,37,右下,0.5
0,2,37,右下,0.5
0,3,37,右下,0.5
0,4,37,右下,0.5
1,0,37,右下,0.5
1,1,37,右下,0.5
1,2,37,右下,0.5
1,3,37,右下,0.5
1,4,37,右下,0.5
2,0,37,右下,0.5
2,1,37,右下,0.5
2,2,37,右下,0.5
2,3,37,右下,0.5
2,4,37,右下,0.5
3,0,37,右下,0.5
3,1,37,右下,0.5
3,2,37,右下,0.5
3,3,37,右下,0.5
3,4,37,右下,0.5
4,0,37,右下,0.5
4,1,37,右下,0.5
4,2,37,右下,0.5
4,3,37,右下,0.5
4,4,37,右下,0.5
2,5,37,右下,0.5
2,0,37,左下,0.5
1,2,36,无,
1,3,36,无,
2,2,36,无,
2,3,36,无,
3,2,36,无,
3,3,36,无,
4,2,36,无,
4,3,36,无,
2,5,36,无,
3,5,36,无,
2,0,36,无,
3,0,36,无,
1,1,35,右下,0.5
1,2,35,右下,0.5
1,3,35,右下,0.5
2,1,35,右下,0.5
2,2,35,右下,0.5
2,3,35,右下,0.5
3,1,35,右下,0.5
3,2,35,右下,0.5
3,3,35,右下,0.5
2,5,35,右下,0.5
2,0,35,左下,0.5
1,2,34,下,0.5
1,3,34,下,0.5
2,2,34,下,0.5
2,3,34,下,0.5
3,2,34,下,0.5
3,3,34,下,0.5
2,5,34,无,
3,5,34,无,
2,0,34,无,
3,0,34,无,
2,2,33,无,
2,3,33,无,
3,2,33,无,
3,3,33,无,
1,5,33,右下,0.5
2,5,33,右下,0.5
3,5,33,右下,0.5
1,0,33,左下,0.5
2,0,33,左下,0.5
3,0,33,左下,0.5
2,2,32,右下,0.5
1,2,32,右下,0.5
2,2,31,无,
2,3,31,无,
3,2,31,无,
3,3,31,无,
2,2,30,右,0.5
1,2,30,右,0.5
1,2,29,下,0.5
1,3,29,下,0.5
2,2,29,下,0.5
2,3,29,下,0.5
2,2,28,右,0.5
3,2,28,右,0.5
2,2,27,无,
2,3,27,无,
3,2,27,无,
3,3,27,无,
3,2,26,右,0.5
2,2,26,右,0.5
2,2,25,下,0.5
2,3,25,下,0.5
3,2,25,下,0.5
3,3,25,下,0.5
3,2,24,右,0.5
4,2,24,右,0.5
2,2,23,无,
2,3,23,无,
3,2,23,无,
3,3,23,无,
2,2,22,右下,0.5
3,2,22,右下,0.5
2,2,21,右下,0.5
1,2,21,右下,0.5
2,2,20,无,
2,3,20,无,
3,2,20,无,
3,3,20,无,
2,2,19,右,0.5
1,2,19,右,0.5
1,2,18,下,0.5
1,3,18,下,0.5
2,2,18,下,0.5
2,3,18,下,0.5
2,2,17,右,0.5
3,2,17,右,0.5
2,2,16,无,
2,3,16,无,
3,2,16,无,
3,3,16,无,
3,2,15,右,0.5
2,2,15,右,0.5
2,2,14,下,0.5
2,3,14,下,0.5
3,2,14,下,0.5
3,3,14,下,0.5
3,2,13,右,0.5
4,2,13,右,0.5
2,2,12,无,
2,3,12,无,
3,2,12,无,
3,3,12,无,
2,2,11,右下,0.5
3,2,11,右下,0.5
2,2,10,右下,0.5
1,2,10,右下,0.5
2,2,9,无,
2,3,9,无,
3,2,9,无,
3,3,9,无,
2,2,8,右,0.5
1,2,8,右,0.5
1,2,7,下,0.5
1,3,7,下,0.5
2,2,7,下,0.5
2,3,7,下,0.5
2,2,6,右,0.5
3,2,6,右,0.5
2,2,5,无,
2,3,5,无,
3,2,5,无,
3,3,5,无,
3,2,4,右,0.5
2,2,4,右,0.5
2,2,3,下,0.5
2,3,3,下,0.5
3,2,3,下,0.5
3,3,3,下,0.5
3,2,2,右,0.5
4,2,2,右,0.5
2,2,1,无,
2,3,1,无,
3,2,1,无,
3,3,1,无,
2,2,0,右下,0.5
3,2,0,右下,0.5
