WP_80001,24
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
-1,0.1
DIR, 右,10
DIR, 左,10
0,0,24,无,
0,1,24,无,
0,2,24,无,
0,3,24,无,
0,4,24,无,
0,5,24,无,
1,0,24,无,
1,1,24,无,
1,2,24,无,
1,3,24,无,
1,4,24,无,
1,5,24,无,
2,0,24,无,
2,1,24,无,
2,2,24,无,
2,3,24,无,
2,4,24,无,
2,5,24,无,
3,0,24,无,
3,1,24,无,
3,2,24,无,
3,3,24,无,
3,4,24,无,
3,5,24,无,
4,0,24,无,
4,1,24,无,
4,2,24,无,
4,3,24,无,
4,4,24,无,
4,5,24,无,
5,0,24,无,
5,1,24,无,
5,2,24,无,
5,3,24,无,
5,4,24,无,
5,5,24,无,
0,0,23,右下,0.5
0,1,23,右下,0.5
0,2,23,右下,0.5
0,3,23,右下,0.5
0,4,23,右下,0.5
1,0,23,右下,0.5
1,1,23,右下,0.5
1,2,23,右下,0.5
1,3,23,右下,0.5
1,4,23,右下,0.5
2,0,23,右下,0.5
2,1,23,右下,0.5
2,2,23,右下,0.5
2,3,23,右下,0.5
2,4,23,右下,0.5
3,0,23,右下,0.5
3,1,23,右下,0.5
3,2,23,右下,0.5
3,3,23,右下,0.5
3,4,23,右下,0.5
4,0,23,右下,0.5
4,1,23,右下,0.5
4,2,23,右下,0.5
4,3,23,右下,0.5
4,4,23,右下,0.5
1,1,22,无,
1,2,22,无,
1,3,22,无,
1,4,22,无,
2,1,22,无,
2,2,22,无,
2,3,22,无,
2,4,22,无,
3,1,22,无,
3,2,22,无,
3,3,22,无,
3,4,22,无,
4,1,22,无,
4,2,22,无,
4,3,22,无,
4,4,22,无,
1,1,21,右下,0.5
1,2,21,右下,0.5
1,3,21,右下,0.5
2,1,21,右下,0.5
2,2,21,右下,0.5
2,3,21,右下,0.5
3,1,21,右下,0.5
3,2,21,右下,0.5
3,3,21,右下,0.5
1,1,20,无,
1,2,20,无,
1,3,20,无,
1,4,20,无,
2,1,20,无,
2,2,20,无,
2,3,20,无,
2,4,20,无,
3,1,20,无,
3,2,20,无,
3,3,20,无,
3,4,20,无,
4,1,20,无,
4,2,20,无,
4,3,20,无,
4,4,20,无,
1,1,19,右下,0.5
1,2,19,右下,0.5
1,3,19,右下,0.5
2,1,19,右下,0.5
2,2,19,右下,0.5
2,3,19,右下,0.5
3,1,19,右下,0.5
3,2,19,右下,0.5
3,3,19,右下,0.5
1,1,18,无,
1,2,18,无,
1,3,18,无,
1,4,18,无,
2,1,18,无,
2,2,18,无,
2,3,18,无,
2,4,18,无,
3,1,18,无,
3,2,18,无,
3,3,18,无,
3,4,18,无,
4,1,18,无,
4,2,18,无,
4,3,18,无,
4,4,18,无,
1,1,17,右下,0.5
1,2,17,右下,0.5
1,3,17,右下,0.5
2,1,17,右下,0.5
2,2,17,右下,0.5
2,3,17,右下,0.5
3,1,17,右下,0.5
3,2,17,右下,0.5
3,3,17,右下,0.5
2,2,16,无,
2,3,16,无,
3,2,16,无,
3,3,16,无,
1,1,15,右下,0.5
1,2,15,右下,0.5
1,3,15,右下,0.5
2,1,15,右下,0.5
2,2,15,右下,0.5
2,3,15,右下,0.5
3,1,15,右下,0.5
3,2,15,右下,0.5
3,3,15,右下,0.5
2,2,14,无,
2,3,14,无,
3,2,14,无,
3,3,14,无,
1,1,13,右下,0.5
1,2,13,右下,0.5
1,3,13,右下,0.5
2,1,13,右下,0.5
2,2,13,右下,0.5
2,3,13,右下,0.5
3,1,13,右下,0.5
3,2,13,右下,0.5
3,3,13,右下,0.5
2,2,12,无,
2,3,12,无,
3,2,12,无,
3,3,12,无,
1,1,11,右下,0.5
1,2,11,右下,0.5
1,3,11,右下,0.5
2,1,11,右下,0.5
2,2,11,右下,0.5
2,3,11,右下,0.5
3,1,11,右下,0.5
3,2,11,右下,0.5
3,3,11,右下,0.5
2,2,10,无,
2,3,10,无,
3,2,10,无,
3,3,10,无,
1,1,9,右下,0.5
1,2,9,右下,0.5
1,3,9,右下,0.5
2,1,9,右下,0.5
2,2,9,右下,0.5
2,3,9,右下,0.5
3,1,9,右下,0.5
3,2,9,右下,0.5
3,3,9,右下,0.5
2,2,8,无,
2,3,8,无,
3,2,8,无,
3,3,8,无,
1,2,7,右下,0.5
2,2,7,右下,0.5
3,2,7,右下,0.5
2,2,6,无,
2,3,6,无,
3,2,6,无,
3,3,6,无,
1,2,5,右下,0.5
2,2,5,右下,0.5
3,2,5,右下,0.5
2,2,4,无,
2,3,4,无,
3,2,4,无,
3,3,4,无,
1,2,3,右下,0.5
2,2,3,右下,0.5
3,2,3,右下,0.5
2,2,2,无,
2,3,2,无,
3,2,2,无,
3,3,2,无,
1,2,1,右下,0.5
2,2,1,右下,0.5
3,2,1,右下,0.5
2,2,0,无,
2,3,0,无,
3,2,0,无,
3,3,0,无,
